Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
hoe laat is the voice,68,68,70,91.46,0.00,https://socialbrothers.nl/hoe-lanceer-ik-een-voice-app/,0,0,0.00,0.02,2450000,"[11,44,100,0,0,0,0,0,11,11,11,11]",1590392045,FAQ
rabobank betalen met iphone,68,68,140,94.21,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.02,120000,"[4,1,3,13,13,7,24,100,36,10,4,10]",1588653424,"Reviews, Video Carousel"
samsung mp3 speler app,68,68,70,87.07,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,1,95,"[0,22,33,0,11,11,11,0,0,11,11,100]",1589093928,"Image pack, Site links, Reviews, Video, Shopping ads"
expert icon,68,68,140,75.48,0.00,https://socialbrothers.nl/onze-seo-expert-aan-het-woord-over-technische-seo/,0,0,0.00,0,1090000000,"[24,24,24,43,81,52,100,100,100,52,100,100]",1589806037,"Image pack, Reviews"
iphone traceren na diefstal,68,68,70,80.01,0.00,https://socialbrothers.nl/laptop-gestolen-wat-nu/,0,0,0.00,0,8310,"[0,0,0,0,0,0,0,100,33,0,0,0]",1591308019,"Image pack, Reviews, Video, Featured snippet"
mattisson producten,69,69,50,78.17,0.00,https://socialbrothers.nl/dienst/vormgeving-branding/mattisonproducts/,0,0,0.00,1,87,"[20,20,20,20,20,0,100,20,20,20,20,20]",1589792381,"Knowledge panel, Site links, Reviews, Shopping ads"
geluid laptop harder,69,69,40,88.34,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,713000,"[11,22,44,56,11,22,11,100,11,22,11,11]",1589904911,"Image pack, Video Carousel"
abp nl stappenplan,69,69,260,86.59,0.00,https://socialbrothers.nl/dienst/app-development/,0,0,0.00,0,9540,"[0,0,0,0,0,0,44,67,67,100,44,67]",1591286033,FAQ
parkmöbel,69,69,90,88.02,0.00,https://socialbrothers.nl/parkmobile-scoort-punten-met-communicatieblunder/,0,0,0.00,0,1460000,"[0,100,0,0,100,0,0,0,0,0,0,0]",1590172533,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
spotify contact nederland,69,69,170,84.81,0.00,https://socialbrothers.nl/data-marketing-en-growth-hacking-zo-doe-je-dat/spotify/,0,0,0.00,0.01,4020000,"[100,53,22,22,66,53,34,53,81,34,34,34]",1588977478,"Site links, Reviews, Featured snippet"
restaurant marketing budget,69,69,50,54.84,0.00,https://socialbrothers.nl/marketingstrategie-2020/,0,0,0.00,0,160000000,"[20,0,20,20,0,0,0,20,0,100,0,20]",1589452615,"Image pack, Reviews, Video"
online offline icon,70,70,40,82.38,0.00,https://socialbrothers.nl/online-onderscheiden-doe-je-offline/,0,0,0.00,0,337000000,"[20,20,100,20,20,20,20,20,20,100,20,20]",1590817185,"Image pack, Video"
ing pas contactloos betalen,70,70,50,87.02,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,24100,"[5,5,5,5,5,5,5,5,19,33,19,100]",1591283184,"Site links, Reviews, Featured snippet, AdWords top, Video Carousel"
augmented reality tutorial for beginners,70,70,90,71.11,0.00,https://socialbrothers.nl/hoe-kan-je-augmented-reality-ar-toepassen-in-je-marketing/,0,0,0.00,0,6330000,"[25,0,100,0,25,0,0,0,25,25,0,0]",1589852185,"Image pack, Site links, Reviews, Video Carousel, People also ask"
ing betaal app,70,70,260,93.12,1.41,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.12,311000,"[67,54,100,100,54,100,67,82,54,67,54,54]",1591392234,"Image pack, Site links, Reviews, Video, Video Carousel"
alexa of google home nederland,70,70,40,83.66,0.00,https://socialbrothers.nl/alexa-hoe-ziet-jouw-toekomst-eruit/,0,0,0.00,0.8,646000,"[33,11,78,11,11,22,22,11,11,56,100,22]",1589049835,"Site links, Reviews, Video Carousel"
s brother s,70,70,90,87.57,0.00,https://socialbrothers.nl/our-road-to-germany/,0,0,0.00,0.43,2330000000,"[50,25,0,25,25,25,25,25,0,100,25,25]",1589575503,"Image pack, Site links, Reviews, Video Carousel"
argumentative reality,70,70,70,82.59,0.00,https://socialbrothers.nl/hoe-kan-je-augmented-reality-ar-toepassen-in-je-marketing/,0,0,0.00,0,161000000,"[11,11,11,11,11,56,100,11,11,11,11,11]",1589667268,"Knowledge panel, Site links, Reviews, Video Carousel"
reallife com,70,70,110,57.87,0.00,https://socialbrothers.nl/social-media-vs-real-life/,0,0,0.00,0.03,1220000000,"[81,100,54,54,42,27,42,12,15,54,42,27]",1591263861,Reviews
mailchimp branding,70,70,50,66.01,3.51,https://socialbrothers.nl/mailchimp-opschoning-debuut-b-v/,0,0,0.00,0.14,8250000,"[100,25,75,25,25,25,25,25,50,75,25,25]",1588887706,"Image pack, Reviews, AdWords top, Video Carousel"
spar university delft,71,71,210,77.11,0.00,https://socialbrothers.nl/spar-university-app-een-groot-succes/,0,0,0.00,0,68,"[81,81,81,100,53,44,66,53,53,44,53,34]",1590519575,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
betere vindbaarheid,71,71,50,59.77,0.00,https://socialbrothers.nl/portf/beter-vindbaar-een-landingspagina/,0,0,0.00,0.11,182000,"[25,25,25,100,25,50,25,25,25,0,25,25]",1589024578,"Image pack, Reviews"
google analytics home,71,71,40,73.56,0.00,https://socialbrothers.nl/google-analytics-waar-kijk-je-naar/,0,0,0.00,0,1410000000,"[11,100,11,11,11,11,11,11,0,11,22,44]",1589741251,Image pack
seo data,71,71,90,66.51,0.00,https://socialbrothers.nl/hoe-doe-je-seo-onderzoek-een-stap-voor-stapgids/,0,0,0.00,0.18,586000000,"[20,20,60,20,20,80,20,20,80,20,100,20]",1588934173,"Image pack, Site links, Reviews, FAQ"
bar brothers nederland shop,71,71,40,73.76,0.00,https://socialbrothers.nl/portf/healthstyle-toegankelijk-gemaakt/,0,0,0.00,0,5440000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1589755897,"Image pack, Site links, Reviews"
site expert,71,71,50,82.8,0.00,https://socialbrothers.nl/onze-seo-expert-aan-het-woord-over-technische-seo/,0,0,0.00,0,1460000000,"[50,25,0,0,75,50,0,0,0,100,25,25]",1588564417,"Local pack, Site links, Reviews"
door icon,71,71,110,86.06,0.00,https://socialbrothers.nl/portf/app-van-meines/,0,0,0.00,0.01,5630000000,"[24,24,33,33,52,52,52,67,81,67,100,81]",1588707409,"Image pack, Reviews, FAQ"
uber taxi san francisco,72,72,90,81.11,0.70,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.29,7670000,"[100,25,75,75,75,25,25,50,25,25,25,25]",1588718296,"Reviews, AdWords top, Video Carousel, FAQ"
betalen met iphone 6,72,72,50,87.92,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.36,4360000,"[100,33,33,100,33,33,33,33,33,33,33,100]",1588757457,"Image pack, Reviews, Video, Featured snippet, Video Carousel"
wat is deezer app,72,0,90,85.28,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0.06,1180000,"[50,50,50,50,50,50,50,50,100,100,100,50]",1591543100,"Site links, Reviews, Featured snippet, Video Carousel"
nfc rabobank android,72,72,50,88.55,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.05,46700,"[11,0,11,22,0,11,11,11,56,100,56,11]",1591212881,"Image pack, Site links, Reviews, Video Carousel"
google on earth online,72,72,70,91.29,0.00,https://socialbrothers.nl/5-redenen-om-nu-in-te-stappen-in-virtual-reality/google-earth-komt-met-virtual-reality-variant/,0,0,0.00,0,2070000000,"[40,0,0,20,20,0,100,0,20,0,0,0]",1590845199,"Reviews, Video Carousel, FAQ"
social media bedrijfsleven,72,72,50,70.69,0.00,https://socialbrothers.nl/social-media-vs-real-life/,0,0,0.00,0.14,1850000,"[43,14,14,14,0,14,14,0,14,100,0,14]",1590280633,FAQ
inbound marketing,73,73,1300,69.08,2.08,https://socialbrothers.nl/wat-is-inbound-marketing-en-hoe-pas-je-het-toe/,0,0,0.00,0.36,56300000,"[81,100,81,63,63,81,100,100,81,100,100,100]",1591465885,"Knowledge panel, Reviews, Featured snippet, FAQ"
headless cms as a service,73,73,40,66,0.00,https://socialbrothers.nl/waarom-een-headless-cms/,0,0,0.00,0.14,673000,"[0,33,0,0,0,0,33,33,0,0,100,67]",1591210817,"Site links, AdWords top, AdWords bottom, People also ask, FAQ"
voordelen snapchat,73,73,70,71.34,0.00,https://socialbrothers.nl/voordelen-van-e-learning-met-augmented-reality-ar-learning/,0,0,0.00,0,1180000,"[0,60,40,100,20,20,100,20,20,20,20,20]",1589809650,Image pack
mijn abp app,73,73,140,82.31,0.12,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.02,484000,"[3,13,100,13,13,6,100,16,16,81,66,44]",1591100479,Reviews
wat is snapchat,73,73,880,80.92,0.00,https://socialbrothers.nl/creeer-je-eigen-ar-lenzen-voor-snapchat-met-lens-studio/,0,0,0.00,0,8070000,"[68,100,77,68,68,68,77,68,68,77,68,68]",1591480887,"Knowledge panel, Reviews, Video, Video Carousel"
customer journey website,73,73,40,65.7,1.47,https://socialbrothers.nl/portf/een-efficientere-customer-journey-voor-bloomreach/,0,0,0.00,0.29,394000000,"[9,18,18,27,45,18,9,9,9,9,100,18]",1590359416,"Image pack, Site links"
hoe werkt ing apple pay,73,73,40,88.42,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,76100000,"[0,0,100,15,3,1,1,1,1,1,3,6]",1591207163,"Image pack, AdWords top, Video Carousel"
snapchat bedrijfsnaam filter,73,73,50,63.93,0.00,https://socialbrothers.nl/google-analytics-waar-kijk-je-naar/,0,0,0.00,0.02,12300,"[0,0,0,0,0,0,100,10,5,5,19,10]",1588721604,"Image pack, Reviews, FAQ"
website content management,73,73,40,74.27,3.41,https://socialbrothers.nl/cms-systeem-kiezen/,0,0,0.00,0.71,3930000000,"[57,14,14,29,29,14,100,14,14,14,29,14]",1590355917,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel, People also ask, FAQ"
onszelf of ons zelf,73,73,170,78.07,0.00,https://socialbrothers.nl/ontzorgen-onszelf/,0,0,0.00,0,4900000,"[81,65,81,65,65,42,65,81,100,65,100,81]",1590649728,"Site links, Reviews, Video, Featured snippet"
vr bril huren,74,74,140,49.97,4.20,https://socialbrothers.nl/mixed-reality-hololens/,0,0,0.00,1,93,"[67,81,67,100,67,81,67,67,67,33,43,52]",1591479440,"Local pack, Image pack, Reviews, Shopping ads"
hoeveel soorten pinguïns zijn er,74,74,50,76.25,0.00,https://socialbrothers.nl/alexa-hoe-ziet-jouw-toekomst-eruit/,0,0,0.00,0.02,117000,"[25,25,25,100,75,25,50,50,25,25,50,25]",1590648732,"Site links, Featured snippet"
wat is bouncepercentage google analytics,74,74,70,61.5,0.00,https://socialbrothers.nl/google-analytics-waar-kijk-je-naar/,0,0,0.00,0.01,15100,"[20,80,20,100,100,80,40,20,20,20,60,40]",1590288761,"Knowledge panel, Reviews"
macbook opnieuw opstarten,74,74,110,89.24,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.01,41900,"[41,53,53,29,53,82,82,53,65,65,53,100]",1591479634,"Image pack, Site links, Video, Featured snippet"
app live stream facebook,74,74,90,74.91,0.00,https://socialbrothers.nl/portf/onze-facebook-livestream-succes-of-matige-poging/,0,0,0.00,0,2130000000,"[0,0,0,0,0,100,0,0,0,0,100,100]",1590176173,"Reviews, Video Carousel"
seo teksten,74,74,590,66.36,1.45,https://socialbrothers.nl/controleer-je-seo-teksten-met-dit-template/,0,0,0.00,0.42,700000,"[82,82,82,82,82,82,82,100,100,100,82,82]",1591204789,"Image pack, Reviews, FAQ"
samsung social,74,74,140,87.07,0.00,https://socialbrothers.nl/wat-kunnen-wij-verwachten-van-5g/samsung-5g/,0,0,0.00,0,661000000,"[15,100,81,81,65,42,42,65,54,54,54,42]",1589340353,"Site links, Reviews, Video Carousel"
google analytics demo account,74,74,260,58.46,3.35,https://socialbrothers.nl/google-analytics-waar-kijk-je-naar/,0,0,0.00,0.01,31900000,"[23,67,81,19,19,100,67,81,54,54,67,54]",1591140896,"Site links, Reviews, Video Carousel, People also ask"
imm keulen,74,74,170,67.61,0.00,https://socialbrothers.nl/portf/linteloo-op-imm-cologne-2016/,0,0,0.00,0.01,41300,"[2,2,2,2,2,4,5,11,13,30,100,4]",1590810616,"Knowledge panel, Site links, Reviews, Video Carousel"
hku medewerkers,74,74,50,79.04,0.00,https://socialbrothers.nl/de-hololens-bij-de-hku/,0,0,0.00,0,24100,"[40,100,20,20,20,20,100,20,20,40,20,20]",1590874406,"Site links, Video"
restaurant seatme,75,75,140,81.53,0.46,https://socialbrothers.nl/waarom-iens-niets-misdaan-heeft/,0,0,0.00,0.02,624000,"[52,67,67,100,81,67,52,81,81,67,67,81]",1589268977,"Image pack, Reviews, Video"
prins pils,75,74,1300,90.05,0.00,https://socialbrothers.nl/portf/spar-university-de-grab-en-go-studentenformule/spar-university-4/,0,0,0.00,0.01,144000,"[100,24,13,20,20,44,24,28,44,44,53,67]",1591521502,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel, FAQ"
landing page showcase,75,75,40,67.57,0.00,https://socialbrothers.nl/3-tips-voor-een-goede-landing-page/,0,0,0.00,0,20000000,"[100,50,0,0,100,50,0,100,0,0,0,0]",1588836407,"Site links, Reviews, Video Carousel"
uber taxi bestellen,75,75,260,78.79,0.62,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.37,50400000,"[44,44,54,100,67,29,67,67,35,35,35,23]",1591135112,Reviews
rabobank pas stuk,75,75,90,90.53,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,709000,"[20,20,100,60,40,60,20,40,20,100,80,20]",1589229055,"Image pack, Site links, Reviews, Video Carousel"
wat is pas,75,75,110,73.11,0.00,https://socialbrothers.nl/wat-is-inbound-marketing-en-hoe-pas-je-het-toe/,0,0,0.00,0.02,295000000,"[6,34,9,22,22,28,100,66,53,22,16,16]",1590018171,"Knowledge panel, Reviews, Video Carousel, FAQ"
growth marketing,75,75,260,67.26,1.66,https://socialbrothers.nl/data-marketing-en-growth-hacking-zo-doe-je-dat/,0,0,0.00,0.2,889000000,"[81,81,100,81,81,81,100,100,81,100,100,100]",1591477859,"Knowledge panel, Local pack, Site links, Reviews, FAQ"
wanneer komt amazon in nederland,75,75,50,85.61,0.51,https://socialbrothers.nl/hoe-spannend-is-het-eigenlijk-dat-amazon-naar-nederland-komt/,0,0,0.00,0.08,2700000,"[0,0,0,0,0,0,0,0,0,100,25,25]",1591211532,"Reviews, Video, Featured snippet, FAQ"
europalaan 100 utrecht,75,75,170,71.18,0.00,https://socialbrothers.nl/contact/,0,0,0.00,0,108000,"[54,65,65,65,54,35,65,100,100,65,81,100]",1588934160,Site links
fotografie en video,75,75,40,65.81,0.00,https://socialbrothers.nl/dienst/video-en-fotografie/,0,0,0.00,1,62400000,"[20,100,20,20,20,20,100,20,20,20,20,20]",1591443273,"Knowledge panel, Video"
bart smit camera,75,75,40,88.41,0.00,https://socialbrothers.nl/6-conversieverhogende-technieken/schermafdruk-2016-11-10-10-24-18/,0,0,0.00,0,452000,"[0,0,0,100,14,43,14,14,0,14,57,29]",1591283240,"Image pack, Reviews, FAQ"
vrienden van brothers,76,76,140,76.23,0.00,https://socialbrothers.nl/zomerborrel/,0,0,0.00,0,816000,"[3,3,3,3,7,10,54,13,13,24,100,6]",1589972574,"Knowledge panel, Site links, Reviews, Video, Video Carousel"
taken office manager,76,76,320,80.86,1.62,https://socialbrothers.nl/even-voorstellen-lisa-pot/,0,0,0.00,0.02,665000000,"[82,82,67,67,67,82,100,82,67,100,82,67]",1591358359,"Site links, Reviews, FAQ"
excel gratis online,76,76,70,84.37,0.53,https://socialbrothers.nl/excel-ellende-en-de-oplossing/,0,0,0.00,0.18,121000000,"[56,11,22,11,11,100,78,11,11,11,44,11]",1589821948,"Reviews, FAQ"
wat kost indesign,76,76,40,80.04,1.00,https://socialbrothers.nl/hoe-kom-ik-aan-creative-content/,0,0,0.00,0.3,339000,"[11,22,11,11,78,11,56,33,11,11,100,11]",1589632668,"Image pack, Site links, Reviews, Video, Featured snippet, AdWords top, FAQ"
macbook valt uit en gaat niet meer aan,76,76,40,73.13,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,75,"[11,78,44,22,22,56,33,44,33,44,100,11]",1590910307,"Image pack, Reviews, FAQ"
nfc betaling app,77,77,70,87.6,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.14,85300,"[0,0,100,0,0,50,0,50,0,0,50,100]",1588638781,"Site links, Reviews, Video Carousel, FAQ"
brothers for life,77,77,720,83.52,0.00,https://socialbrothers.nl/social-media-vs-real-life/,0,0,0.00,0.03,919000000,"[100,16,30,37,25,13,13,13,67,7,6,7]",1591136666,"Knowledge panel, Image pack, Reviews, Video"
utrecht toko,77,77,140,81.08,0.00,https://socialbrothers.nl/portf/tennis-toko/,0,0,0.00,0,96,"[53,100,53,65,100,82,100,82,53,65,82,82]",1590831249,"Local pack, Image pack, Reviews"
ing nieuwe pas contactloos betalen,77,77,40,88.55,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,38300,"[11,11,100,11,11,11,11,44,0,11,11,22]",1590572167,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
www abp nl stappenplan,77,77,70,86.62,0.00,https://socialbrothers.nl/dienst/seo/,0,0,0.00,0,10800,"[0,0,0,0,0,0,0,0,0,0,0,100]",1590989798,"Image pack, FAQ"
rabo wallet iphone,77,77,320,85.23,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,258000,"[15,24,54,54,44,66,81,100,54,81,66,36]",1591137280,"Image pack, Site links, Reviews, Video Carousel, FAQ"
augmented technology,77,77,70,80.8,0.00,https://socialbrothers.nl/hoe-augmented-reality-wereld-gaat-veranderen/,0,0,0.00,0.09,92700000,"[22,11,11,22,11,0,44,56,11,11,78,100]",1589870021,"Knowledge panel, Local pack, Site links, Reviews, Video Carousel, People also ask"
seo expert,77,77,720,60.7,5.21,https://socialbrothers.nl/onze-seo-expert-aan-het-woord-over-technische-seo/,0,0,0.00,0.34,115000000,"[100,88,88,88,88,72,72,72,48,39,32,39]",1591062862,"Local pack, Reviews, AdWords bottom, FAQ"
tennis symbol,77,77,90,80.28,0.00,https://socialbrothers.nl/portf/tennis-toko/,0,0,0.00,0,354000000,"[44,11,11,0,11,11,11,100,11,11,22,11]",1590993897,"Image pack, Site links"
snapchat locatie filter,77,77,320,66.82,0.00,https://socialbrothers.nl/creeer-je-eigen-ar-lenzen-voor-snapchat-met-lens-studio/,0,0,0.00,0.01,37200,"[36,29,36,54,100,54,54,36,44,54,44,36]",1591139246,"Image pack, Reviews, AdWords top, Video Carousel"
dba wet,78,78,480,80.37,0.14,https://socialbrothers.nl/portf/wet-dba-peanuts/,0,0,0.00,0.32,12700000,"[29,44,44,29,36,54,82,100,100,82,82,67]",1591135506,"Knowledge panel, Site links, Reviews"
locatie toevoegen snapchat,78,78,140,68.94,0.00,https://socialbrothers.nl/creeer-je-eigen-ar-lenzen-voor-snapchat-met-lens-studio/,0,0,0.00,0,74000,"[9,22,22,28,44,100,66,66,34,28,34,34]",1590139682,"Reviews, Featured snippet"
wordpress training utrecht,78,78,50,58.7,1.57,https://socialbrothers.nl/digital-agency-social-brothers-krijgt-een-wordpress-broertje-wp-brothers/,0,0,0.00,0.75,661000,"[33,67,67,33,0,33,0,100,33,33,33,33]",1590288308,"Knowledge panel, Image pack, Site links, Reviews, Video"
restaurant ideeën,78,78,70,71.67,0.00,https://socialbrothers.nl/5-online-marketing-tips-voor-restaurants/,0,0,0.00,0.06,11000000,"[25,25,75,25,75,75,25,25,25,50,25,100]",1589621432,"Local pack, Image pack, Reviews"
van mockup,78,78,50,67.59,0.00,https://socialbrothers.nl/tim-mockup/,0,0,0.00,0,8690000,"[22,33,11,11,11,100,11,11,22,44,100,11]",1591207367,"Image pack, Site links, Reviews, Video Carousel"
webpagina template,78,78,70,70.6,0.00,https://socialbrothers.nl/controleer-je-seo-teksten-met-dit-template/,0,0,0.00,0.14,137000,"[0,11,22,11,11,11,11,11,44,100,11,11]",1591277138,"Image pack, Site links, Reviews, AdWords top"
wanneer steekt een bij,78,78,70,85.03,0.00,https://socialbrothers.nl/content-boven-het-maaiveld-uit/,0,0,0.00,0,4090000,"[0,0,0,0,0,0,100,100,100,50,50,50]",1589981356,"Video, Featured snippet"
iens nl,79,79,320,83.15,0.29,https://socialbrothers.nl/waarom-iens-niets-misdaan-heeft/,0,0,0.00,0.13,1370000,"[100,100,81,81,67,67,81,54,44,54,35,23]",1591137729,"Image pack, Site links, Reviews, Video Carousel"
online marketing training,79,79,170,74.02,3.66,https://socialbrothers.nl/portf/online-marketing-training-bijblijven-of-voorop-lopen/,0,0,0.00,0.76,1570000000,"[100,81,81,81,54,54,65,65,81,65,81,54]",1588804060,"Site links, Reviews, AdWords bottom, FAQ"
vindbaar,79,79,140,66.89,0.00,https://socialbrothers.nl/portf/beter-vindbaar-een-landingspagina/,0,0,0.00,0.01,2770000,"[100,82,82,82,82,65,82,100,100,82,100,82]",1590636356,"Local pack, Reviews, Video Carousel"
auto verandert in dino,79,79,70,90.85,0.00,https://socialbrothers.nl/hoe-augmented-reality-wereld-gaat-veranderen/,0,0,0.00,1,334000,"[0,0,0,0,0,0,0,0,33,33,67,100]",1590878570,"Image pack, Reviews, Video"
web development,80,80,1900,68.12,2.32,https://socialbrothers.nl/dienst/website-development/,0,0,0.00,0.57,3680000000,"[67,67,67,67,67,79,100,79,67,79,79,79]",1591466161,"Knowledge panel, Local pack, Site links, Reviews, Video Carousel, FAQ"
pipedrive nederland,80,80,50,65.89,6.01,https://socialbrothers.nl/maak-van-elke-websitebezoeker-een-saleslead-met-leadfeeder/,0,0,0.00,0.63,95,"[29,14,43,14,14,100,43,14,14,14,14,71]",1589351714,"Image pack, Reviews, Video, AdWords top, AdWords bottom"
bol vs amazon,80,80,50,77.24,0.00,https://socialbrothers.nl/hoe-spannend-is-het-eigenlijk-dat-amazon-naar-nederland-komt/,0,0,0.00,0.02,7350000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1591007842,"Image pack, Site links, Reviews, Video Carousel, FAQ"
data driven website,80,80,70,48.49,0.00,https://socialbrothers.nl/de-essentie-van-data-driven-marketing/,0,0,0.00,0.1,639000000,"[25,25,50,25,100,50,75,50,25,25,25,50]",1590265843,"Reviews, Featured snippet, Video Carousel, People also ask"
hoe doe je de was,80,80,170,83.41,0.00,https://socialbrothers.nl/hoe-doe-je-seo-onderzoek-een-stap-voor-stapgids/,0,0,0.00,0,307000000,"[42,54,54,100,100,100,81,81,65,65,81,54]",1591284455,"Image pack, Reviews, Video, Video Carousel"
bottle service prijzen,80,80,50,74.35,0.00,https://socialbrothers.nl/persbericht-bottle-battle/,0,0,0.00,0,11700000,"[0,0,0,0,0,0,0,0,0,100,33,56]",1589729954,"Image pack, Site links, Reviews, Video, FAQ"
wat is employer branding,80,80,170,68.31,1.17,https://socialbrothers.nl/waarom-een-sterke-employer-branding-onmisbaar-is/,0,0,0.00,0.37,91000000,"[81,65,54,54,27,35,81,81,81,54,100,81]",1589121627,"Knowledge panel, Site links, Reviews"
online marketing trends 2019,81,81,70,62.85,0.00,https://socialbrothers.nl/wat-maakt-een-goede-werken-bij-website-2/,0,0,0.00,0.06,578000000,"[100,79,100,50,50,36,50,50,21,21,29,21]",1589089839,"Site links, Reviews, Featured snippet, AdWords bottom"
funforest de,81,81,90,75.36,0.00,https://socialbrothers.nl/recras-koppeling/funforest/,0,0,0.00,0,243000,"[100,0,33,33,67,0,0,0,0,33,0,0]",1588866910,"Local pack, Image pack, Site links, Reviews, Video, AdWords top"
landingspagina seo,81,81,40,52.54,1.53,https://socialbrothers.nl/portf/beter-vindbaar-een-landingspagina/,0,0,0.00,0.17,52600,"[14,29,14,14,14,14,100,14,14,29,14,14]",1590824601,"Site links, Reviews, FAQ"
reality reality,81,81,50,75.24,0.00,https://socialbrothers.nl/augmented-reality-bij-social-brothers/,0,0,0.00,0,1250000000,"[33,100,33,33,0,67,67,33,33,33,0,33]",1590946617,"Knowledge panel, Local pack, Top stories, Reviews, Video Carousel"
le marketing social,81,81,40,61.89,0.00,https://socialbrothers.nl/,0,0,0.00,0,996000000,"[0,22,11,0,0,100,0,0,0,0,11,0]",1589683553,"Knowledge panel, Reviews, Video, Shopping ads"
brothers openingstijden,81,81,50,74.24,0.00,https://socialbrothers.nl/10-simpele-tips-om-je-website-in-orde-te-hebben-in-coronatijd/,0,0,0.00,0,1250000,"[14,14,29,100,14,43,14,43,14,14,14,14]",1591332045,"Local pack, Site links, Reviews, FAQ"
teste ab,81,81,50,77.37,0.00,https://socialbrothers.nl/hoe-haal-je-het-beste-resultaat-uit-je-a-b-test/,0,0,0.00,0,2890000000,"[50,0,0,0,100,0,0,0,0,0,0,50]",1591070723,"Knowledge panel, Reviews, FAQ"
wat is cologne,81,81,50,84.41,0.00,https://socialbrothers.nl/portf/linteloo-op-imm-cologne-2016/,0,0,0.00,0,3100000,"[11,78,44,11,22,11,11,44,22,11,100,11]",1589693943,"Knowledge panel, Reviews, FAQ"
social media utrecht,81,81,140,67.2,0.00,https://socialbrothers.nl/,0,0,0.00,0.06,74800000,"[100,66,66,53,66,53,53,53,44,3,3,3]",1589338357,"Local pack, Image pack, Site links, Reviews, Video Carousel"
uber fiets app,82,82,70,84.73,0.49,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.29,773000,"[0,0,0,0,0,0,0,0,0,100,11,22]",1589604086,"Image pack, Reviews, Video Carousel"
online snapchat pc,82,82,50,81.62,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.14,37700000,"[33,33,33,33,0,33,100,33,33,33,100,33]",1591196848,"Image pack, Site links, Reviews, Video Carousel"
ing betalen met mobiel apple,82,82,50,90.83,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.18,309000,"[11,11,11,11,22,11,100,11,11,33,44,11]",1591451621,"Image pack, Reviews, Video, Featured snippet, AdWords top, Video Carousel"
feedly,82,89,2400,80.97,0.00,https://socialbrothers.nl/website-onderhouden-hoe-doe-je-dat/feedly/,0,0,0.00,0,42400000,"[100,100,100,79,79,100,100,79,67,100,79,100]",1591529907,"Knowledge panel, Site links, Reviews, Video Carousel"
aplle de,82,82,70,89.81,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0,4030000000,"[33,100,100,33,33,67,33,100,33,0,67,67]",1591019994,"Knowledge panel, Site links, Reviews, Video Carousel, People also ask"
orde in orde,82,82,70,80.26,0.46,https://socialbrothers.nl/10-simpele-tips-om-je-website-in-orde-te-hebben-in-coronatijd/,0,0,0.00,0.24,47900000,"[25,100,100,25,50,25,50,25,25,25,25,25]",1588620854,"Knowledge panel, Reviews, Shopping ads, Video Carousel"
10 marketing tips,82,82,70,61.44,0.00,https://socialbrothers.nl/hoe-zet-je-seo-in-voor-je-marketing-10-tips/,0,0,0.00,1,1470000000,"[0,100,100,0,0,0,0,0,0,100,100,100]",1589297582,"Reviews, Featured snippet"
